sequence,target,seg_id,speaker_id,dataset,speech_register
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_345_13,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",1,B-01_06_pass1_345_17,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 1]",4,B-01_06_pass1_345_17,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 3, 6, 3, 4, 4, 1, 4]",4,B-01_06_pass1_345_20,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 1, 4, 4, 1]",1,B-01_06_pass1_345_33,B-01,IDSLabel-norm,IDS
"[4, 4, 3, 1, 1, 1, 3, 4, 1, 4]",4,B-01_06_pass1_345_4,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 4, 4, 3]",5,B-01_06_pass1_358_16,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 4, 4, 3, 5]",2,B-01_06_pass1_358_16,B-01,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 4, 4, 3, 5, 2]",1,B-01_06_pass1_358_16,B-01,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 3, 5, 2, 1]",4,B-01_06_pass1_358_16,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 1, 3, 1]",4,B-01_06_pass1_358_18,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 1, 3, 1, 4]",3,B-01_06_pass1_358_18,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 1, 3, 1, 4, 3]",1,B-01_06_pass1_358_18,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 3, 1, 4, 3, 1]",5,B-01_06_pass1_358_18,B-01,IDSLabel-norm,IDS
"[1, 1, 4, 3, 4, 4, 4, 1, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[1, 4, 3, 4, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 3, 4, 4, 4, 1, 4, 4, 4, 4]",1,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[3, 4, 4, 4, 1, 4, 4, 4, 4, 1]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 4, 1, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 4, 1, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_34,B-01,IDSLabel-norm,ADS
"[1, 1, 4, 4, 4, 1, 1, 4, 4, 4]",1,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 1, 1, 4, 4, 4, 1]",1,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 4, 1, 1]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 4, 1, 1, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 4, 1, 1, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 1, 1, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 1, 1, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_41,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 1, 1, 2, 5, 4]",4,B-01_06_pass1_358_43,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 1, 1, 2, 5, 4, 4]",1,B-01_06_pass1_358_43,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 2, 5, 4, 4, 1]",4,B-01_06_pass1_358_43,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 1, 2, 5, 4, 4, 1, 4]",4,B-01_06_pass1_358_43,B-01,IDSLabel-norm,IDS
"[4, 1, 1, 2, 5, 4, 4, 1, 4, 4]",1,B-01_06_pass1_358_43,B-01,IDSLabel-norm,IDS
"[1, 1, 2, 5, 4, 4, 1, 4, 4, 1]",4,B-01_06_pass1_358_43,B-01,IDSLabel-norm,IDS
"[1, 2, 5, 4, 4, 1, 4, 4, 1, 4]",4,B-01_06_pass1_358_43,B-01,IDSLabel-norm,IDS
"[3, 4, 1, 4, 4, 1, 4, 3, 4, 1]",4,B-01_06_pass1_358_47,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 4, 3, 4, 1, 4]",3,B-01_06_pass1_358_47,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 3, 4, 1, 4, 3]",1,B-01_06_pass1_358_47,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 3, 4, 1, 4, 3, 1]",4,B-01_06_pass1_358_47,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",1,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 1]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 1, 4]",4,B-01_06_pass1_358_64,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 1, 4, 1, 4]",4,B-01_06_pass1_358_66,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 1, 4, 1, 4, 4]",4,B-01_06_pass1_358_66,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 1, 4, 1, 4, 4, 4]",1,B-01_06_pass1_358_66,B-01,IDSLabel-norm,IDS
"[1, 3, 4, 4, 3, 5, 4, 5, 3, 4]",3,B-01_06_pass1_370_1,B-01,IDSLabel-norm,ADS
"[1, 4, 4, 4, 1, 4, 4, 4, 1, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 1, 4, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 1, 4, 4, 4, 4]",1,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 1, 4, 4, 4, 4, 1]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 1, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 1, 4, 4]",1,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 1, 4, 4, 1]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 1, 4, 4, 1, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 1, 4, 4]",1,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 1, 4, 4, 1]",1,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 1, 4, 4, 1, 1]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 4, 4, 1, 1, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 4, 1, 1, 4, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 1, 1, 4, 4, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 1, 4, 4, 4, 4]",4,B-01_06_pass1_370_10,B-01,IDSLabel-norm,IDS
"[4, 1, 3, 1, 4, 1, 4, 1, 4, 4]",4,B-01_06_pass1_370_15,B-01,IDSLabel-norm,IDS
"[1, 3, 1, 4, 1, 4, 1, 4, 4, 4]",1,B-01_06_pass1_370_15,B-01,IDSLabel-norm,IDS
"[3, 1, 4, 1, 4, 1, 4, 4, 4, 1]",4,B-01_06_pass1_370_15,B-01,IDSLabel-norm,IDS
"[1, 4, 1, 4, 1, 4, 4, 4, 1, 4]",4,B-01_06_pass1_370_15,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 1, 4, 4, 4, 1, 4, 4]",3,B-01_06_pass1_370_15,B-01,IDSLabel-norm,IDS
"[1, 4, 1, 4, 4, 4, 1, 4, 4, 3]",4,B-01_06_pass1_370_15,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 1, 4, 4, 3, 4]",1,B-01_06_pass1_370_15,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 1, 4, 4, 3, 4, 1]",1,B-01_06_pass1_370_15,B-01,IDSLabel-norm,IDS
"[3, 3, 1, 5, 4, 5, 2, 5, 4, 4]",4,B-01_06_pass1_370_17,B-01,IDSLabel-norm,ADS
"[3, 1, 5, 4, 5, 2, 5, 4, 4, 4]",4,B-01_06_pass1_370_17,B-01,IDSLabel-norm,ADS
"[1, 5, 4, 5, 2, 5, 4, 4, 4, 4]",1,B-01_06_pass1_370_17,B-01,IDSLabel-norm,ADS
"[5, 4, 5, 2, 5, 4, 4, 4, 4, 1]",3,B-01_06_pass1_370_17,B-01,IDSLabel-norm,ADS
"[4, 5, 2, 5, 4, 4, 4, 4, 1, 3]",1,B-01_06_pass1_370_17,B-01,IDSLabel-norm,ADS
"[5, 2, 5, 4, 4, 4, 4, 1, 3, 1]",4,B-01_06_pass1_370_17,B-01,IDSLabel-norm,ADS
"[2, 5, 4, 4, 4, 4, 1, 3, 1, 4]",4,B-01_06_pass1_370_17,B-01,IDSLabel-norm,ADS
"[3, 1, 3, 1, 4, 1, 4, 4, 1, 4]",4,B-01_06_pass1_370_2,B-01,IDSLabel-norm,ADS
"[1, 3, 1, 4, 1, 4, 4, 1, 4, 4]",4,B-01_06_pass1_370_2,B-01,IDSLabel-norm,ADS
"[1, 4, 1, 4, 4, 4, 4, 1, 1, 3]",1,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 1, 1, 3, 1]",3,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 1, 1, 3, 1, 3]",5,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 3, 1, 3, 5]",4,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 3, 1, 3, 5, 4]",3,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 1, 3, 1, 3, 5, 4, 3]",4,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[4, 1, 1, 3, 1, 3, 5, 4, 3, 4]",4,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[1, 1, 3, 1, 3, 5, 4, 3, 4, 4]",4,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[1, 3, 1, 3, 5, 4, 3, 4, 4, 4]",1,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[3, 1, 3, 5, 4, 3, 4, 4, 4, 1]",1,B-01_06_pass1_370_30,B-01,IDSLabel-norm,IDS
"[1, 1, 1, 4, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[1, 1, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[1, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",1,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 1]",4,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 1, 4]",4,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-01_06_pass1_370_36,B-01,IDSLabel-norm,ADS
"[5, 1, 4, 1, 3, 4, 1, 4, 4, 1]",4,B-01_06_pass1_370_41,B-01,IDSLabel-norm,ADS
"[1, 4, 1, 3, 4, 1, 4, 4, 1, 4]",3,B-01_06_pass1_370_41,B-01,IDSLabel-norm,ADS
"[1, 4, 3, 4, 4, 3, 4, 1, 4, 4]",3,B-01_06_pass1_370_47,B-01,IDSLabel-norm,ADS
"[4, 3, 4, 4, 3, 4, 1, 4, 4, 3]",4,B-01_06_pass1_370_47,B-01,IDSLabel-norm,ADS
"[3, 4, 4, 3, 4, 1, 4, 4, 3, 4]",1,B-01_06_pass1_370_47,B-01,IDSLabel-norm,ADS
"[4, 4, 3, 4, 1, 4, 4, 3, 4, 1]",1,B-01_06_pass1_370_47,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-01_06_pass1_370_49,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3,B-01_06_pass1_370_49,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 4, 3]",4,B-01_06_pass1_370_49,B-01,IDSLabel-norm,ADS
"[3, 1, 1, 4, 1, 4, 4, 1, 4, 4]",4,B-01_06_pass1_370_61,B-01,IDSLabel-norm,IDS
"[1, 1, 4, 1, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_370_61,B-01,IDSLabel-norm,IDS
"[1, 4, 1, 4, 4, 1, 4, 4, 4, 4]",1,B-01_06_pass1_370_61,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 4, 4, 4, 4, 1]",4,B-01_06_pass1_370_61,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 4, 4, 4, 1, 4]",4,B-01_06_pass1_370_61,B-01,IDSLabel-norm,IDS
"[5, 1, 3, 1, 1, 4, 4, 1, 4, 4]",4,B-01_06_pass1_370_8,B-01,IDSLabel-norm,IDS
"[1, 3, 1, 1, 4, 4, 1, 4, 4, 4]",1,B-01_06_pass1_370_8,B-01,IDSLabel-norm,IDS
"[3, 1, 1, 4, 4, 1, 4, 4, 4, 1]",4,B-01_06_pass1_370_8,B-01,IDSLabel-norm,IDS
"[1, 1, 4, 4, 1, 4, 4, 4, 1, 4]",3,B-01_06_pass1_370_8,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 4, 4, 1, 4, 3]",4,B-01_06_pass1_370_8,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 1, 4, 3, 4]",1,B-01_06_pass1_370_8,B-01,IDSLabel-norm,IDS
"[4, 4, 1, 4, 1, 4, 1, 3, 4, 4]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[4, 1, 4, 1, 4, 1, 3, 4, 4, 4]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[1, 4, 1, 4, 1, 3, 4, 4, 4, 4]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[4, 1, 4, 1, 3, 4, 4, 4, 4, 4]",1,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[1, 4, 1, 3, 4, 4, 4, 4, 4, 1]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[4, 1, 3, 4, 4, 4, 4, 4, 1, 4]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[1, 3, 4, 4, 4, 4, 4, 1, 4, 4]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[3, 4, 4, 4, 4, 4, 1, 4, 4, 4]",1,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 1]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 4, 4, 4, 1, 4]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 1, 4, 4]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4]",4,B-01_06_pass1_416_16,B-01,IDSLabel-norm,ADS
"[1, 5, 4, 4, 4, 4, 1, 5, 3, 1]",4,B-01_06_pass1_416_21,B-01,IDSLabel-norm,ADS
"[5, 4, 4, 4, 4, 1, 5, 3, 1, 4]",1,B-01_06_pass1_416_21,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",3,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 1, 4, 4, 4, 3]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 1, 1, 4, 4, 4, 3, 4]",1,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 4, 1, 1, 4, 4, 4, 3, 4, 1]",1,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[4, 1, 1, 4, 4, 4, 3, 4, 1, 1]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[1, 1, 4, 4, 4, 3, 4, 1, 1, 4]",4,B-01_06_pass1_416_25,B-01,IDSLabel-norm,ADS
"[1, 1, 3, 4, 1, 4, 4, 4, 4, 4]",1,B-01_06_pass1_416_38,B-01,IDSLabel-norm,IDS
"[1, 3, 4, 1, 4, 4, 4, 4, 4, 1]",4,B-01_06_pass1_416_38,B-01,IDSLabel-norm,IDS
"[3, 4, 1, 4, 4, 4, 4, 4, 1, 4]",1,B-01_06_pass1_416_38,B-01,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 4, 1, 4, 1]",4,B-01_06_pass1_416_38,B-01,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 1, 4, 1, 4]",4,B-01_06_pass1_416_38,B-01,IDSLabel-norm,IDS
"[1, 3, 1, 4, 4, 3, 4, 4, 1, 4]",4,B-01_06_pass1_416_4,B-01,IDSLabel-norm,IDS
"[3, 4, 4, 4, 1, 1, 3, 4, 4, 4]",4,B-01_06_pass1_467_10,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 1, 1, 3, 4, 4, 4, 4]",4,B-01_06_pass1_467_10,B-01,IDSLabel-norm,ADS
"[4, 4, 1, 1, 3, 4, 4, 4, 4, 4]",4,B-01_06_pass1_467_10,B-01,IDSLabel-norm,ADS
"[4, 1, 1, 3, 4, 4, 4, 4, 4, 4]",3,B-01_06_pass1_467_10,B-01,IDSLabel-norm,ADS
"[1, 1, 3, 4, 4, 4, 4, 4, 4, 3]",4,B-01_06_pass1_467_10,B-01,IDSLabel-norm,ADS
"[1, 3, 4, 4, 4, 4, 4, 4, 3, 4]",1,B-01_06_pass1_467_10,B-01,IDSLabel-norm,ADS
"[3, 4, 4, 4, 4, 4, 4, 3, 4, 1]",4,B-01_06_pass1_467_10,B-01,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 4, 4, 5, 3, 1]",4,B-01_06_pass1_467_19,B-01,IDSLabel-norm,IDS
